TRANSACTION ID,DATE,TRANSACTION DETAILS,DESCRIPTION,CATEGORY,PAYMENT METHOD, WITHDRAWAL AMT , DEPOSIT AMT 
TRX20220330124141,9-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  209.00 ,
TRX20220330124123,9-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,,  243.38 ,
TRX20220330124123,9-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,,  243.38 ,
TRX20220330124123,9-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,,  243.38 ,
TRX20220330124132,10-Jan-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,  754.00 ,
TRX20220330124134,10-Jan-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  63.00 ,
TRX20220330124134,10-Jan-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  63.00 ,
TRX20220330124137,10-Jan-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  89.00 ,
TRX20220330124137,10-Jan-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  89.00 ,
TRX20220330124132,10-Jan-24,Meals,Charges for meals,Other Expenses,Online payment,  754.00 ,
TRX20220330124131,10-Jan-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  538.00 ,
TRX20220330124137,10-Jan-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  89.00 ,
TRX20220330124134,10-Jan-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  63.00 ,
TRX20220330124133,10-Jan-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  385.00 ,
TRX20220330124134,10-Jan-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  63.00 ,
TRX20220330124130,10-Jan-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  92.00 ,
TRX20220330124132,10-Jan-24,Meals,Charges for meals,Other Expenses,Online payment,  754.00 ,
TRX20220330124132,10-Jan-24,Meals,Charges for meals,Other Expenses,Online payment,  754.00 ,
TRX20220330124134,10-Jan-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  63.00 ,
TRX20220330124132,10-Jan-24,Meals,Charges for meals,Other Expenses,Online payment,  754.00 ,
TRX20220330124144,11-Jan-24,Fund Transfer From Bank Rakyat,Transfer of funds from Bank Rakyat,Income/Salary,Bank transfer,,"  50,000.00 "
TRX20220330124144,11-Jan-24,Fund Transfer From Bank Rakyat,Transfer of funds from Bank Rakyat,Income/Salary,Bank transfer,,"  50,000.00 "
TRX20220330124145,11-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  141.00 ,
TRX20220330124145,11-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,141,
TRX20220330124145,11-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  141.00 ,
TRX20220330124140,11-Jan-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  119.19 ,
TRX20220330124137,11-Jan-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  89.00 ,
TRX20220330124146,11-Jan-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  18.00 ,
TRX20220330124144,11-Jan-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  176.00 ,
TRX20220330124141,11-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  209.00 ,
TRX20220330124141,11-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  209.00 ,
TRX20220330124153,11-Jan-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  331.66 ,
TRX20220330124141,11-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  209.00 ,
TRX20220330124141,11-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  209.00 ,
TRX20220330124143,11-Jan-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  726.00 ,
TRX20220330124143,11-Jan-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,726,
TRX20220330124145,11-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  141.00 ,
TRX20220330124145,11-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,,  141.00 ,
TRX20220330124142,11-Jan-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,287,
TRX20220330124100,11-Jan-24,Home Ownership,,Other Expenses,,  135.89 ,
TRX20220330124141,11-Jan-24,Property Maintenance,,Other Expenses,,  176.00 ,
TRX20220330124145,11-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  141.00 ,
TRX20220330124143,11-Jan-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  726.00 ,
TRX20220330124139,11-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  299.00 ,
TRX20220330124145,11-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,,  141.00 ,
TRX20220330124135,11-Jan-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,  831.88 ,
TRX20220330124145,11-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,,  141.00 ,
TRX20220330124150,12-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  213.93 ,
TRX20220330124159,12-Jan-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  896.00 ,
TRX20220330124140,12-Jan-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  119.19 ,
TRX20220330124150,12-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  213.93 ,
TRX20220330124150,12-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  213.93 ,
TRX20220330124168,13-Jan-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  794.23 ,
TRX20220330124159,13-Jan-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  896.00 ,
TRX20220330124160,13-Jan-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  560.00 ,
TRX20220330124160,13-Jan-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  560.00 ,
TRX20220330124160,13-Jan-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  560.00 ,
TRX20220330124162,13-Jan-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  938.00 ,
TRX20220330124160,13-Jan-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  560.00 ,
TRX20220330124160,13-Jan-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  560.00 ,
TRX20220330124159,13-Jan-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  896.00 ,
TRX20220330124162,13-Jan-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  938.00 ,
TRX20220330124158,13-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  433.00 ,
TRX20220330124159,13-Jan-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  896.00 ,
TRX20220330124160,13-Jan-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  560.00 ,
TRX20220330124159,13-Jan-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  896.00 ,
TRX20220330124158,13-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  433.00 ,
TRX20220330124159,13-Jan-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  896.00 ,
TRX20220330124158,13-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  433.00 ,
TRX20220330124169,14-Jan-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  209.00 ,
TRX20220330124176,14-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  61.00 ,
TRX20220330124173,14-Jan-24,Home Ownership,,Other Expenses,,  670.00 ,
TRX20220330124188,15-Jan-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  137.34 ,
TRX20220330124177,15-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  41.00 ,
TRX20220330124181,15-Jan-24,Property Maintenance,,Other Expenses,,  176.00 ,
TRX20220330124176,15-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  61.00 ,
TRX20220330124171,15-Jan-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  200.47 ,
TRX20220330124177,15-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  41.00 ,
TRX20220330124181,15-Jan-24,Property Maintenance,,Other Expenses,,  176.00 ,
TRX20220330124181,15-Jan-24,Property Maintenance,,Other Expenses,,  176.00 ,
TRX20220330124182,15-Jan-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  970.00 ,
TRX20220330124181,15-Jan-24,Property Maintenance,,Other Expenses,,  176.00 ,
TRX20220330124181,15-Jan-24,Property Maintenance,,Other Expenses,,  176.00 ,
TRX20220330124186,16-Jan-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,  880.69 ,
TRX20220330124182,16-Jan-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  970.00 ,
TRX20220330124185,16-Jan-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  905.00 ,
TRX20220330124183,16-Jan-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  376.00 ,
TRX20220330124185,16-Jan-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  905.00 ,
TRX20220330124182,16-Jan-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  970.00 ,
TRX20220330124182,16-Jan-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  970.00 ,
TRX20220330124185,17-Jan-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  905.00 ,
TRX20220330124195,18-Jan-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  984.34 ,
TRX20220330124194,19-Jan-24,Home Ownership,,Other Expenses,,  524.46 ,
TRX20220330124194,19-Jan-24,Home Ownership,,Other Expenses,,  524.46 ,
TRX20220330124194,19-Jan-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  524.00 ,
TRX20220330124194,19-Jan-24,Home Ownership,,Other Expenses,,  524.46 ,
TRX20220330124199,19-Jan-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  14.00 ,
TRX20220330124199,19-Jan-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  14.00 ,
TRX20220330124199,19-Jan-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  14.00 ,
TRX20220330124199,19-Jan-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  14.00 ,
TRX20220330124198,19-Jan-24,Property Maintenance,,Other Expenses,,  57.00 ,
TRX20220330124199,19-Jan-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  14.00 ,
TRX20220330124199,19-Jan-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  14.00 ,
TRX20220330124192,19-Jan-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  734.78 ,
TRX20220330124199,19-Jan-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  14.00 ,
TRX20220330124198,19-Jan-24,Property Maintenance,,Other Expenses,,57,
TRX20220330124198,19-Jan-24,Property Maintenance,,Other Expenses,,  57.00 ,
TRX20220330124198,19-Jan-24,Property Maintenance,,Other Expenses,,  57.00 ,
TRX20220330124194,19-Jan-24,Home Ownership,,Other Expenses,,  524.46 ,
TRX20220330124199,19-Jan-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  14.00 ,
TRX20220330124198,19-Jan-24,Property Maintenance,,Other Expenses,,  57.00 ,
TRX20220330124205,20-Jan-24,Property Maintenance,,Other Expenses,,  881.90 ,
TRX20220330124203,20-Jan-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  33.00 ,
TRX20220330124203,20-Jan-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  33.00 ,
TRX20220330124203,20-Jan-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  33.00 ,
TRX20220330124203,20-Jan-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  33.00 ,
TRX20220330124200,20-Jan-24,Property Maintenance,,Other Expenses,,  785.00 ,
TRX20220330124202,20-Jan-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  209.00 ,
TRX20220330124202,20-Jan-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  209.00 ,
TRX20220330124203,20-Jan-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  33.00 ,
TRX20220330124204,20-Jan-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  50.00 ,
TRX20220330124203,20-Jan-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  21.00 ,
TRX20220330124203,20-Jan-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  33.00 ,
TRX20220330124200,20-Jan-24,Property Maintenance,,Other Expenses,,  785.00 ,
