TRANSACTION ID,DATE,TRANSACTION DETAILS,DESCRIPTION,CATEGORY,PAYMENT METHOD, WITHDRAWAL AMT , DEPOSIT AMT 
TRX20220331124090,2-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  41.99 ,
TRX20220331124091,3-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  582.00 ,
TRX20220331124092,3-Jan-24,Fund Transfer From Bank Islam,Transfer of funds from Bank Islam,Income/Salary,Bank transfer,,"  20,000.00 "
TRX20220331124093,3-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  173.35 ,
TRX20220331124094,3-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  599.00 ,
TRX20220331124095,3-Jan-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  560.00 ,
TRX20220331124096,3-Jan-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  905.00 ,
TRX20220331124097,4-Jan-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  600.00 ,
TRX20220331124098,4-Jan-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,  859.51 ,
TRX20220331124099,5-Jan-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,"  1,200.00 "
TRX20220331124100,5-Jan-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  206.00 ,
TRX20220331124101,5-Jan-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  495.19 ,
TRX20220331124102,5-Jan-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  431.00 ,
TRX20220331124103,5-Jan-24,Property Maintenance,,Other Expenses,,  162.21 ,
TRX20220331124104,5-Jan-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,  870.00 
TRX20220331124105,5-Jan-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  743.00 ,
TRX20220331124106,5-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  75.00 ,
TRX20220331124107,5-Jan-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  580.74 ,
TRX20220331124108,5-Jan-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  498.00 ,
TRX20220331124109,5-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  921.00 ,
TRX20220331124110,5-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  51.00 ,
TRX20220331124111,6-Jan-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  151.22 ,
TRX20220331124112,6-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  423.00 ,
TRX20220331124113,6-Jan-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,  778.00 ,
TRX20220331124114,6-Jan-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  633.00 ,
TRX20220331124115,6-Jan-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,  810.00 ,
TRX20220331124116,6-Jan-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  50.00 ,
TRX20220331124117,6-Jan-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  654.25 ,
TRX20220331124118,6-Jan-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  37.00 ,
TRX20220331124119,6-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  299.00 ,
TRX20220331124120,6-Jan-24,Fund Transfer From Bank Islam,Transfer of funds from Bank Islam,Income/Salary,Bank transfer,,"  4,000.00 "
TRX20220331124121,6-Jan-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  506.00 ,
TRX20220331124122,6-Jan-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  29.00 ,
TRX20220331124123,6-Jan-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  193.00 ,
TRX20220331124124,6-Jan-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  395.36 ,
TRX20220331124125,6-Jan-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  586.00 ,
TRX20220331124126,6-Jan-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  358.00 ,
TRX20220331124127,6-Jan-24,Housing Rent,Rental payments for housing accommodations,Other Expenses,Direct debit,"  1,100.00 ",
TRX20220331124128,6-Jan-24,Meals,Charges for meals,Other Expenses,Online payment,  382.68 ,
TRX20220331124129,6-Jan-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  894.00 ,
TRX20220331124130,6-Jan-24,Property Maintenance,,Other Expenses,,  860.88 ,
TRX20220331124131,6-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  335.00 ,
TRX20220331124132,6-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  247.00 ,
TRX20220331124133,6-Jan-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,  285.00 ,
TRX20220331124134,6-Jan-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  633.00 ,
TRX20220331124135,6-Jan-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  672.00 ,
TRX20220331124136,6-Jan-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,  227.30 ,
TRX20220331124137,6-Jan-24,Property Maintenance,,Other Expenses,,  749.00 ,
TRX20220331124138,6-Jan-24,Home Ownership,,Other Expenses,,  504.00 ,
TRX20220331124139,6-Jan-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  970.00 ,
TRX20220331124140,6-Jan-24,Fund Transfer From Bank Rakyat,Transfer of funds from Bank Rakyat,Income/Salary,Bank transfer,,  100.00 
TRX20220331124141,6-Jan-24,Meals,Charges for meals,Other Expenses,Online payment,  696.95 ,
TRX20220331124142,6-Jan-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  422.00 ,
TRX20220331124143,6-Jan-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  726.00 ,
TRX20220331124144,7-Jan-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,"  1,500.00 "
TRX20220331124145,7-Jan-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,  91.00 ,
TRX20220331124146,7-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  255.00 ,
TRX20220331124147,7-Jan-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,  95.00 ,
TRX20220331124148,7-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  811.00 ,
TRX20220331124149,7-Jan-24,Meals,Charges for meals,Other Expenses,Online payment,  777.00 ,
TRX20220331124150,7-Jan-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  14.00 ,
TRX20220331124151,7-Jan-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  286.00 ,
TRX20220331124152,7-Jan-24,Property Maintenance,,Other Expenses,,  785.00 ,
TRX20220331124153,7-Jan-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,  898.00 ,
TRX20220331124154,7-Jan-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  695.00 ,
TRX20220331124155,7-Jan-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,"  8,130.00 "
TRX20220331124156,7-Jan-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,  823.00 ,
TRX20220331124157,7-Jan-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,  669.00 ,
TRX20220331124158,7-Jan-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  899.00 ,
TRX20220331124159,7-Jan-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  19.00 ,
TRX20220331124160,8-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  422.00 ,
TRX20220331124161,8-Jan-24,Meals,Charges for meals,Other Expenses,Online payment,  345.93 ,
TRX20220331124162,8-Jan-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  315.00 ,
TRX20220331124163,8-Jan-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  193.00 ,
TRX20220331124164,8-Jan-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  756.00 ,
TRX20220331124165,8-Jan-24,Meals,Charges for meals,Other Expenses,Online payment,  610.00 ,
TRX20220331124166,8-Jan-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  813.00 ,
TRX20220331124167,8-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  89.00 ,
TRX20220331124168,8-Jan-24,Meals,Charges for meals,Other Expenses,Online payment,  859.00 ,
TRX20220331124169,8-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,,  501.85 ,
TRX20220331124170,8-Jan-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  948.00 ,
TRX20220331124171,8-Jan-24,Home Ownership,,Other Expenses,,  572.00 ,
TRX20220331124172,8-Jan-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  345.60 ,
TRX20220331124173,8-Jan-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  42.00 ,
TRX20220331124174,8-Jan-24,Property Maintenance,,Other Expenses,,  551.81 ,
TRX20220331124175,8-Jan-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  871.00 ,
TRX20220331124176,8-Jan-24,Home Ownership,,Other Expenses,,  415.00 ,
TRX20220331124177,8-Jan-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  77.00 ,
TRX20220331124178,8-Jan-24,Meals,Charges for meals,Other Expenses,Online payment,  138.00 ,
TRX20220331124179,8-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  607.00 ,
TRX20220331124180,9-Jan-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,  42.00 ,
TRX20220331124181,9-Jan-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,  891.00 ,
TRX20220331124182,9-Jan-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  88.00 ,
TRX20220331124183,9-Jan-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  12.00 ,
TRX20220331124184,9-Jan-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,  750.00 
TRX20220331124185,9-Jan-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  315.00 ,
TRX20220331124186,9-Jan-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  481.75 ,
TRX20220331124187,9-Jan-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  605.00 ,
TRX20220331124188,9-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  718.72 ,
TRX20220331124189,9-Jan-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  257.00 ,
TRX20220331124190,9-Jan-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,  234.00 ,
TRX20220331124191,9-Jan-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  341.00 ,
TRX20220331124192,9-Jan-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,  19.00 ,
TRX20220331124193,9-Jan-24,Home Ownership,,Other Expenses,,  4.94 ,
TRX20220331124194,9-Jan-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  378.00 ,
TRX20220331124195,9-Jan-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,  47.00 ,
TRX20220331124196,9-Jan-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  458.85 ,
TRX20220331124197,9-Jan-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  28.00 ,
TRX20220331124198,9-Jan-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  82.00 ,
TRX20220331124199,10-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  892.00 ,
TRX20220331124200,10-Jan-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  854.00 ,
TRX20220331124201,10-Jan-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  731.82 ,
TRX20220331124202,10-Jan-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  189.00 ,
TRX20220331124203,10-Jan-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  694.30 ,
TRX20220331124204,10-Jan-24,Property Maintenance,,Other Expenses,,  229.63 ,
TRX20220331124205,10-Jan-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  684.00 ,
TRX20220331124206,10-Jan-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  863.30 ,
TRX20220331124207,10-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  42.00 ,
TRX20220331124208,10-Jan-24,Fund Transfer From Bank Islam,Transfer of funds from Bank Islam,Income/Salary,Bank transfer,,"  20,000.00 "
TRX20220331124209,10-Jan-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  948.88 ,
TRX20220331124210,10-Jan-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  68.00 ,
TRX20220331124211,10-Jan-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  19.00 ,
TRX20220331124212,10-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  889.00 ,
TRX20220331124213,10-Jan-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  217.00 ,
TRX20220331124214,10-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  115.00 ,
TRX20220331124215,10-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  992.00 ,
TRX20220331124216,11-Jan-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  68.00 ,
TRX20220331124217,11-Jan-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  399.00 ,
TRX20220331124218,11-Jan-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  905.00 ,
TRX20220331124219,11-Jan-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,  991.72 ,
TRX20220331124220,11-Jan-24,Property Maintenance,,Other Expenses,,  65.00 ,
TRX20220331124221,11-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  192.00 ,
TRX20220331124222,11-Jan-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,  366.00 ,
TRX20220331124223,11-Jan-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  936.68 ,
TRX20220331124224,11-Jan-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  765.00 ,
TRX20220331124225,12-Jan-24,Home Ownership,,Other Expenses,,  978.16 ,
TRX20220331124226,12-Jan-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  29.00 ,
TRX20220331124227,12-Jan-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  309.00 ,
TRX20220331124228,12-Jan-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  845.87 ,
TRX20220331124229,12-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  982.00 ,
TRX20220331124230,12-Jan-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  372.00 ,
TRX20220331124231,12-Jan-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,  162.00 ,
TRX20220331124232,12-Jan-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,  708.96 ,
TRX20220331124233,12-Jan-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  643.00 ,
TRX20220331124234,12-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  178.00 ,
TRX20220331124235,12-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  309.00 ,
TRX20220331124236,12-Jan-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  667.00 ,
TRX20220331124237,12-Jan-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  802.97 ,
TRX20220331124238,12-Jan-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  92.00 ,
TRX20220331124239,12-Jan-24,Property Maintenance,,Other Expenses,,  469.08 ,
TRX20220331124240,12-Jan-24,Home Ownership,,Other Expenses,,  703.98 ,
TRX20220331124241,12-Jan-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  830.00 ,
TRX20220331124242,12-Jan-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  893.00 ,
TRX20220331124243,12-Jan-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  17.00 ,
TRX20220331124244,12-Jan-24,Fund Transfer From Bank Islam,Transfer of funds from Bank Islam,Income/Salary,Bank transfer,,"  1,000.00 "
TRX20220331124245,12-Jan-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  107.00 ,
TRX20220331124246,12-Jan-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,"  1,800.00 "
TRX20220331124247,12-Jan-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  758.21 ,
TRX20220331124248,12-Jan-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  321.00 ,
TRX20220331124249,12-Jan-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  63.00 ,
TRX20220331124250,13-Jan-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  89.00 ,
TRX20220331124251,13-Jan-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  675.00 ,
TRX20220331124252,13-Jan-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  957.00 ,
TRX20220331124253,13-Jan-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,,320.04,
TRX20220331124254,13-Jan-24,Property Maintenance,,Other Expenses,,  899.00 ,
TRX20220331124255,13-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,,  143.00 ,
TRX20220331124256,13-Jan-24,Home Ownership,,Other Expenses,,  44.00 ,
TRX20220331124257,13-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  447.43 ,
TRX20220331124258,13-Jan-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  669.00 ,
TRX20220331124259,13-Jan-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,  667.00 
TRX20220331124260,13-Jan-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  38.00 ,
TRX20220331124261,13-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,,  517.00 ,
TRX20220331124262,14-Jan-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  894.00 ,
TRX20220331124263,14-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  102.00 ,
TRX20220331124264,14-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  582.00 ,
TRX20220331124265,14-Jan-24,Meals,Charges for meals,Other Expenses,Online payment,  465.69 ,
TRX20220331124266,14-Jan-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  56.00 ,
TRX20220331124267,14-Jan-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  72.00 ,
TRX20220331124268,14-Jan-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  97.00 ,
TRX20220331124269,14-Jan-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  392.90 ,
TRX20220331124270,14-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  214.00 ,
TRX20220331124271,15-Jan-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  659.00 ,
TRX20220331124272,15-Jan-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  385.00 ,
TRX20220331124273,15-Jan-24,Home Ownership,,Other Expenses,,  67.00 ,
TRX20220331124274,15-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  41.99 ,
TRX20220331124275,15-Jan-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  96.00 ,
TRX20220331124276,15-Jan-24,Fund Transfer From Bank Islam,Transfer of funds from Bank Islam,Income/Salary,Bank transfer,,"  50,000.00 "
TRX20220331124277,15-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  173.35 ,
TRX20220331124278,15-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  599.00 ,
TRX20220331124279,15-Jan-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  560.00 ,
TRX20220331124280,15-Jan-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  905.00 ,
TRX20220331124281,15-Jan-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  600.00 ,
TRX20220331124282,16-Jan-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,  859.51 ,
TRX20220331124283,16-Jan-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,"  1,200.00 "
TRX20220331124284,16-Jan-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  206.00 ,
TRX20220331124285,16-Jan-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  495.19 ,
TRX20220331124286,16-Jan-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  431.00 ,
TRX20220331124287,16-Jan-24,Property Maintenance,,Other Expenses,,  162.21 ,
TRX20220331124288,16-Jan-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,  870.00 
TRX20220331124289,16-Jan-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  743.00 ,
TRX20220331124290,16-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  75.00 ,
TRX20220331124291,17-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  921.00 ,
TRX20220331124292,17-Jan-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  498.00 ,
TRX20220331124293,17-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  51.00 ,
